iso,Bloc,Eastern,Western,Neutral,Trade,Output,Welfare,Trade_prod,Output_prod,Welfare_prod
ARG,Western,-14.646033887428985,-0.28620379014962793,0.42087682460396536,-2.853635557241631,-0.15564796884935106,-0.28101533987283744,-1.6139546792365138,-0.15658418798474827,-0.28270457270586746
AUS,Western,-39.12729772286353,-0.1801740647997292,0.11054267703363507,-14.778037485864374,-0.8249414398702015,-1.4853690273807274,-13.047821921131103,-1.6124749882944656,-2.894115546790829
AUT,Western,-36.36497829966475,0.52193542659397,1.585802455670219,-1.6584594644892832,-0.24830284438591832,-0.4481318443981763,-1.5704383223448275,-0.4738131018681315,-0.8543492425446004
BEL,Western,-31.73394407170413,0.7552001843822325,0.4094111878293205,-1.0525446566493883,-0.4968574252876863,-0.8958178073951188,-0.7472928709116502,-0.31649250890801284,-0.5710418448693986
BGR,Western,-24.9008741281459,1.1209854469398408,0.7286559761634948,-1.8455727933185813,-0.49030675801425616,-0.8840305829182995,-2.9938239929004027,-1.072595234034651,-1.9293505459025226
BRA,Neutral,3.119590362367049,0.6569548553481894,0.2774117168837904,1.3944398045355655,0.0324785766823652,0.058683116173384064,2.046722356064592,0.045686831378375814,0.08255252217573172
BRN,Neutral,1.3573870634188978,-2.2173728972864097,0.06590436379472919,-0.860473232137295,-0.1725008558863692,-0.31142127662670305,-0.5214844130909029,-0.18822197330781876,-0.3397815451273942
CAN,Western,-10.162512214385046,1.1728106422544897,1.0272498699580979,-0.015244627242921638,-0.09137643531190065,-0.1650188006386628,0.8119310893300451,-0.16098648626827128,-0.29064752768488233
CHE,Western,-33.75656975373737,0.9764096756851615,0.6837340067247055,-2.9490735724787527,-0.5069907421771802,-0.914050393346244,-1.6285948249716284,-0.3865617345416865,-0.6972690760497073
CHL,Western,-40.669551535344105,0.03739821487849326,-0.6455153330028907,-13.347691003457427,-1.1143999912965654,-2.0042077180106475,-10.40088601938156,-1.5412021983967037,-2.766995096034748
CHN,Eastern,4.818753525966727,-25.44301701873735,1.3269592885286698,-14.83480706393955,-0.8455990801445381,-1.5224372526106862,-17.21306600429419,-0.530706011813038,-0.9567147422882698
COL,Western,-21.362499296336864,0.8251190732413107,0.5696273665601126,-3.6468344180022,-0.2104069561738129,-0.37979623967545706,-2.9185460634756026,-0.2998525061834272,-0.5410549494555568
CRI,Western,-29.8663141025865,0.9205832949343176,0.5308130949553913,-3.1652225191026275,-0.33006478919458004,-0.595497418145726,-1.4214399640720217,-0.4215244989990907,-0.7602264846826898
CZE,Western,-24.320241432673512,0.9246552777651544,1.0826578561013207,-1.3260059008623983,-0.6433679546449866,-1.159284261764057,-1.1759633064629753,-0.4497394549766369,-0.8110201245266637
DEU,Western,-40.888865873124644,0.7609314375684164,1.3695401657426487,-3.4238076420879224,-0.4504357231096918,-0.812273426185186,-3.7163435990046736,-0.669610496462937,-1.20644254121423
DNK,Western,-29.885366059342374,0.6427744653954051,0.9122991869254093,-1.7582492781749721,-0.19691018130581028,-0.35545317997113557,-1.2721560157401228,-0.40138015591398357,-0.7239547664856616
ESP,Western,-30.02655568234036,0.5085166522449072,0.0051955535676029285,-1.9475252645001717,-0.18081741132043305,-0.3264244595940937,-1.50965872645736,-0.3024425671463149,-0.5457227552816306
EST,Western,-23.74525439122803,1.2322658877387909,0.5573904561454412,-1.46117384413337,-0.4527221950037017,-0.8163890883182603,-1.5489891681629189,-0.6493433909551527,-1.170023102609747
FIN,Western,-38.09795253910414,0.8143423220521555,1.9425461161576436,-4.7361209017747825,-0.5026208839571353,-0.9061880166730987,-4.829707540089473,-0.8047170824741556,-1.449072254502454
FRA,Western,-33.509908493032924,0.443816211193905,0.5552319274767967,-2.590590655822453,-0.20376849807657038,-0.36782331247422917,-2.66848746386988,-0.5641205939712108,-1.016814468290292
GBR,Western,-29.136208858107963,0.759073495866275,0.3199660822047292,-2.8341783785689216,-0.20315097397249815,-0.3667095315568929,-2.2111179081626915,-0.41576861217181715,-0.7498630918834692
GRC,Western,-25.88680456516498,1.9023706660132689,0.7951885662373286,-2.309255549876468,-0.22199684165730105,-0.40069787537468926,-1.9728461043247023,-0.5724365008904044,-1.0317689916966089
HKG,Eastern,6.000460665637533,-31.232155226454225,5.418446741493781,-6.217634830973964,-1.9143661691894067,-3.431737969347523,-7.261681824834042,-4.20382470010226,-7.465471988422365
HRV,Western,-23.963250059472372,0.6055743472633281,-0.037850998233210476,-0.4164231086803625,-0.0554290945080993,-0.10011519195492724,-0.3044025352914872,-0.1276892913870853,-0.23056323278738944
HUN,Western,-30.168958831973356,1.0732358404799243,1.127758395847195,-1.653745922625589,-0.6930215475904333,-1.2485041048983305,-1.5553360291820866,-0.6588481644809434,-1.1871036689539096
IDN,Neutral,1.3168477487215142,0.7642422514209812,0.2467050782002076,0.7301518718406896,0.01754877782764197,0.031705668071708715,1.4376754922568438,0.023152976686645843,0.041831812480722874
IND,Neutral,0.18310088275065084,1.5268691722572072,0.20373244793805156,0.7436712867989428,0.016318558997213017,0.029482865035319605,1.4698860968558733,0.021451498005589542,0.038757387323244075
IRL,Western,-46.31545328681782,1.5070059766705128,1.8638600671589103,-1.7707083398946963,-0.2947251065364611,-0.5318140653801038,-1.1141296479853366,-0.6353142890513652,-1.1448096772054015
ISR,Western,-41.543738766647316,0.8612303086843838,0.6701709976619981,-5.006097719445393,-0.27158188839338493,-0.49009930420592696,-5.044911583071027,-0.953039462283769,-1.7151286379777417
ITA,Western,-35.255623585449015,0.6814497873054108,0.6164913340023901,-3.158861131005324,-0.291649945184389,-0.526271655117867,-2.678276423026375,-0.3667761449283944,-0.6616332899650104
JPN,Western,-23.23870973979291,1.4838458157714314,0.27720113634704546,-6.013304615976608,-0.2863397082232808,-0.5167006093447384,-5.475219649272134,-0.41664781536336193,-0.7514461160552202
KAZ,Eastern,2.7681204966726227,-35.008025103068476,2.548118142512976,-15.460189217421558,-1.3549110567326608,-2.4343800369979647,-16.895684184137906,-2.6990230045830543,-4.822855883580473
KHM,Neutral,-0.5679145278183597,0.35811992202962983,0.5642662046750075,0.1644468270777253,-0.20880547094823498,-0.37690790695972964,0.7259350477731346,-0.08940352131689622,-0.16145715526933202
KOR,Western,-34.17226567364733,1.5780238684977803,0.5233906145063969,-11.083641413310843,-1.2366225322155913,-2.2229176103569728,-11.592794921618378,-1.1469136209917394,-2.0624102039463565
LAO,Eastern,2.3097756094676924,-24.505802330140156,0.9998204976721183,-1.0552070018227084,-0.24410084874945426,-0.44055564504388656,0.034733366585570025,-0.17456067247347562,-0.3151373086495397
LTU,Western,-21.165700531260725,1.9326443976241166,0.45202409300073043,-1.7785898105993851,-0.7038857227293818,-1.268020554269242,-1.606195779112383,-0.7436315456020708,-1.3394054395577086
LVA,Western,-18.240795196860972,1.4204986679312412,-0.08007689283820696,-0.6927814678791862,-0.2726576815895356,-0.49203855315317924,-0.3292202919568865,-0.3379358370601011,-0.6096788440414116
MAR,Neutral,-0.6149320213980758,0.36999124699374875,0.20102487159357452,0.23744656560525357,0.008213009593930565,0.014838022071089085,0.8319476839908759,0.021189281087458767,0.038283587730106206
MEX,Neutral,-0.5326722331714819,1.127482764460936,0.5304500914195103,0.9023489858712281,0.04791305665590073,0.08657591380496399,1.8031027645245672,0.0876509858109813,0.15840525557355534
MMR,Western,-15.104426371134295,0.0857780730979556,0.9180581333290831,-5.086447199947145,-0.5161081778768022,-0.9304538534037761,-4.287931124810811,-0.25101841893059884,-0.4530278891597419
MYS,Neutral,3.2077373112330605,0.2612746892288982,0.0601787805609888,1.0329997857456306,0.30576047363473435,0.5530644454078981,1.824975523418999,0.09202545738442325,0.16631385276171784
NLD,Western,-25.10922439413227,0.9330661076579503,0.9516609933414628,-2.169478288503228,-0.9184763966624416,-1.6531591100063991,-1.8412533098246087,-0.6722731559220136,-1.211226822598988
NOR,Western,-25.838029853195707,0.6261623947542745,0.3925442405281103,-1.6279911096432897,-0.17022618667559186,-0.3073175657923315,-0.8015635833170194,-0.29624052640723164,-0.5345452790393068
NZL,Western,-31.373631376219436,-0.35226066402046285,-0.5962276451600275,-9.02584065210624,-0.5687343166713532,-1.0251114659391192,-8.061501434270895,-0.8500725914787495,-1.530463734579655
PER,Western,-44.89523003717826,0.7701184371921812,-0.6369988817333052,-13.508546895783113,-0.8970491999834138,-1.6147326597824332,-8.875579679372763,-0.8909998835711974,-1.6038829087087834
PHL,Western,-19.729774928822707,1.943126519343167,0.7513340218965965,-5.261807770688293,-0.5546828244113442,-0.9998412734003352,-2.9536667704962127,-0.3728253693263781,-0.6725291418472068
POL,Western,-26.33355129133399,0.9118920462631053,0.609562405591106,-1.9630906132071289,-0.40736608614953695,-0.7347335951865972,-1.9524174256533655,-0.48513606515447805,-0.8747260326665156
PRT,Western,-31.973694989725516,0.4811308945559176,0.3986376549939763,-1.3863150720155772,-0.1682096526060235,-0.3036794912411551,-1.0719782354194223,-0.3006290049856233,-0.5424543652510607
ROU,Western,-32.90800618233553,0.6740642062385689,0.8826440613138828,-2.259772005460306,-0.3114184986037998,-0.5618984150472528,-2.1566422852025653,-0.35864639815017085,-0.6469891645415231
RUS,Eastern,3.3357487139503377,-32.548129486117915,2.4345940959864407,-19.344246832916085,-1.4179450411733114,-2.546981351222456,-21.296542428130905,-1.9134046446677644,-3.430027755605124
SAU,Neutral,3.4237637878422618,-0.5619281098474858,0.26029718648682376,0.602920275731293,0.018137967918605113,0.032770245445121304,1.5283702901905514,0.09781983122938698,0.1767899172525631
SGP,Neutral,3.133462623995314,0.9618193430571296,0.13046063284645015,1.1915135071677838,0.2739885528344246,0.49553148495976984,1.5400222675240656,0.17308567837697808,0.31291288733106626
SVK,Western,-36.685527165071,1.3019661536775544,1.7004006451583962,-1.9589356009412597,-0.9502803126454751,-1.7101822867395384,-2.380152782840213,-0.83594849887794,-1.5051209521261768
SVN,Western,-23.68410575814721,0.6600084381471589,0.21133345212331278,-0.9180202413691205,-0.3476332322508995,-0.627149594701649,-0.9494457482508807,-0.41738598156099727,-0.7527751913940222
SWE,Western,-24.665155519099017,0.5876477260538024,0.9561778224134656,-1.4992171563710741,-0.18213902204036003,-0.3288085710812254,-1.0314206858266886,-0.35195990286808865,-0.6349440479619375
THA,Neutral,2.0645776548630295,0.3784599113787692,0.2998162163398064,0.7961771697094093,0.08190593179055838,0.14801920901190613,1.3920123737022578,0.05240478549018235,0.09469390337734751
TUN,Neutral,-0.27007337022124034,0.036278871213852426,-0.17813749145305735,-0.034606817677726553,-0.010521737774823237,-0.01900764633859353,0.5984844488754533,0.004018465309485464,0.00725983181403933
TUR,Western,-23.648520336076402,1.1197280485390877,0.5576097183378721,-3.07940714360808,-0.33475439261921736,-0.6039468801162826,-2.100624655334002,-0.28978524683769535,-0.5229108136632163
USA,Western,-14.45555260938697,1.417164170356088,0.7741743877571565,-1.4506718614500613,-0.06999663237759535,-0.12641942862610733,-0.8751593429719549,-0.16929780860553478,-0.3056426653608071
ZAF,Neutral,2.4719980021782817,0.39501378871663917,0.3338310040099657,0.8973313107883882,0.05724438951220634,0.10344094359201961,1.1932329398497643,0.02615676083385665,0.04725949421147391
